Date,Team,Acquired,Relinquished,Notes
2009-04-26, Cowboys,  Manuel Johnson / Manny Johnson, , seventh round pick (#229 overall)
2009-04-26, Cowboys,  Robert Brewster, , third round pick (#75 overall)
2009-04-26, Cowboys,  Victor Butler, , fourth round pick (#110 overall)
2009-04-26, Dolphins,  Chris Clemons (b), , fifth round pick (#165 overall)
2009-04-26, Eagles,  Paul Fanaika, , seventh round pick (#213 overall)
2009-04-26, Falcons,  Garrett Reynolds, , fifth round pick (#156 overall)
2009-04-26, Falcons,  Vance Walker, , seventh round pick (#210 overall)
2009-04-26, Giants,  Ramses Barden, , third round pick (#85 overall)
2009-04-26, Jaguars,  Derek Cox, , third round pick (#73 overall)
2009-04-26, Jets,  Shonn Greene, , third round pick (#65 overall)
2009-04-26, Lions,  DeAndre Levy, , third round pick (#76 overall)
2009-04-26, Lions,  Lydon Murtha, , seventh round pick (#228 overall)
2009-04-26, Lions,  Sammie Hill / Sammie Lee Hill, , fourth round pick (#115 overall)
2009-04-26, Lions,  Zack Follett, , seventh round pick (#235 overall)
2009-04-26, Packers,  Jamon Meredith, , fifth round pick (#162 overall)
2009-04-26, Panthers,  Captain Munnerlyn, , seventh round pick (#216 overall)
2009-04-26, Panthers,  Mike Goodson, , fourth round pick (#111 overall)
2009-04-26, Patriots,  Brandon Tate, , third round pick (#83 overall)
2009-04-26, Patriots,  Jake Ingram, , sixth round pick (#198 overall)
2009-04-26, Patriots,  Julian Edelman, , seventh round pick (#232 overall)
2009-04-26, Patriots,  Rich Ohrnberger, , fourth round pick (#123 overall)
2009-04-26, Raiders,  Brandon Myers, , sixth round pick (#202 overall)
2009-04-26, Raiders,  Louis Murphy Jr., , fourth round pick (#124 overall)
2009-04-26, Raiders,  Stryker Sulak, , sixth round pick (#199 overall)
2009-04-26, Ravens,  Cedric Peerman, , sixth round pick (#185 overall)
2009-04-26, Ravens,  Davon Drew, , fifth round pick (#149 overall)
2009-04-26, Ravens,  Jason Phillips, , fifth round pick (#137 overall)
2009-04-26, Redskins,  Cody Glenn, , fifth round pick (#158 overall)
2009-04-26, Redskins,  Eddie Williams, , seventh round pick (#221 overall)
2009-04-26, Saints,  Thomas Morstead, , fifth round pick (#164 overall)
2009-04-26, Seahawks,  Deon Butler (a), , third round pick (#91 overall)
2009-04-26, Steelers,  Kraig Urbik, , third round pick (#79 overall)
2009-04-26, Steelers,  Mike Wallace (b), , third round pick (#84 overall)
2009-04-26, Texans,  Anthony Hill, , fourth round pick (#122 overall)
2009-04-26, Titans,  Jared Cook, , third round pick (#89 overall)
2009-04-26, Vikings,  Jasper Brinkley, , fifth round pick (#150 overall)
2009-04-27, 49ers,  Alex Boone, , signed undrafted free agent
2009-04-27, 49ers,  Brandon Long, , signed undrafted free agent
2009-04-27, 49ers,  Carlos Thomas, , signed undrafted free agent
2009-04-27, 49ers,  Jahi Word-Daniels, , signed undrafted free agent
2009-04-27, 49ers,  Kory Sheets, , signed undrafted free agent
2009-04-27, 49ers,  Matthew Huners, , signed undrafted free agent
2009-04-27, 49ers, Pannel Egboh, , signed undrafted free agent
2009-04-27, Bears,  Dennis Conley, , signed undrafted free agent
2009-04-27, Bears,  Kevin Malast, , signed undrafted free agent
2009-04-27, Bears,  Mike Rivera, , signed undrafted free agent
2009-04-27, Bears,  Tyrell Fenroy, , signed undrafted free agent
2009-04-27, Bears,  Woodny Turenne, , signed undrafted free agent
2009-04-27, Bears, Dahna Deleston, , signed undrafted free agent
2009-04-27, Bears, Eric Peterman, , signed undrafted free agent
2009-04-27, Bears, Johan Asiata, , signed undrafted free agent
2009-04-27, Bears, Will Ta'ufo'ou, , signed undrafted free agent
2009-04-27, Bengals, ,  Chris Perry, waived
2009-04-27, Bengals, ,  Eric Henderson, waived
2009-04-27, Bengals, ,  Gary Russell, waived
2009-04-27, Bengals, ,  Mike Doss, waived
2009-04-27, Bengals, ,  Nate Lawrie, waived
2009-04-27, Bengals,  Billy Farris, , signed undrafted free agent
2009-04-27, Bengals,  Marlon Lucky, , signed undrafted free agent
2009-04-27, Bengals, Greg Orton, , signed undrafted free agent
2009-04-27, Bengals, Quan Cosby, , signed undrafted free agent
2009-04-27, Bills,  Joel Bell, , signed undrafted free agent
2009-04-27, Broncos,  Britton Colquitt, , signed undrafted free agent
2009-04-27, Broncos,  Chris Baker (b), , signed undrafted free agent
2009-04-27, Broncos,  David Grimes, , signed undrafted free agent
2009-04-27, Broncos,  Domonique Johnson / D.J. Johnson (c), , signed undrafted free agent
2009-04-27, Broncos,  Everette Pedescleaux, , signed undrafted free agent
2009-04-27, Broncos,  Kestahn Moore, , signed undrafted free agent
2009-04-27, Broncos,  Lee Robinson, , signed undrafted free agent
2009-04-27, Broncos,  Lucas Taylor, , signed undrafted free agent
2009-04-27, Broncos,  Marcus Gordon, , signed undrafted free agent
2009-04-27, Broncos,  Marquez Branson, , signed undrafted free agent
2009-04-27, Broncos,  Nate Swift, , signed undrafted free agent
2009-04-27, Broncos,  Rulon Davis, , signed undrafted free agent
2009-04-27, Broncos,  Stanley Bryant, , signed undrafted free agent
2009-04-27, Broncos,  Tony Carter (a), , signed undrafted free agent
2009-04-27, Broncos,  Travis Shelton, , signed undrafted free agent
2009-04-27, Browns,  Jordan Norwood, , signed undrafted free agent
2009-04-27, Browns,  Marlon Davis, , signed undrafted free agent
2009-04-27, Buccaneers,  DeAngelo Willingham, , signed undrafted free agent
2009-04-27, Buccaneers,  Maurice Miller, , signed undrafted free agent
2009-04-27, Buccaneers,  Rashaad Duncan, , signed undrafted free agent
2009-04-27, Buccaneers,  Rob Bruggeman, , signed undrafted free agent
2009-04-27, Cardinals,  Brandon Pearce, , signed undrafted free agent
2009-04-27, Cardinals,  Chase Bullock, , signed undrafted free agent
2009-04-27, Cardinals,  Jameel Dowling, , signed undrafted free agent
2009-04-27, Cardinals,  Justin Brown (b), , signed undrafted free agent
2009-04-27, Cardinals,  Khalil El-Amin, , signed undrafted free agent
2009-04-27, Cardinals,  Michael Ray Garvin, , signed undrafted free agent
2009-04-27, Cardinals,  Reggie Walker, , signed undrafted free agent
2009-04-27, Cardinals,  Shane Morales, , signed undrafted free agent
2009-04-27, Cardinals,  Tony Davis (d), , signed undrafted free agent
2009-04-27, Chargers, ,  Scott Chandler, waived
2009-04-27, Chargers, , DeJuan Tribble, waived
2009-04-27, Chargers,  Anthony Felder, , signed undrafted free agent
2009-04-27, Chargers,  Charly Martin, , signed undrafted free agent
2009-04-27, Chargers,  Claude Spillman / C.J. Spillman, , signed undrafted free agent
2009-04-27, Chargers,  Curtis Brinkley, , signed undrafted free agent
2009-04-27, Chargers,  Dan Gay, , signed undrafted free agent
2009-04-27, Chargers,  Darry Beckwith, , signed undrafted free agent
2009-04-27, Chargers,  Greg Carr, , signed undrafted free agent
2009-04-27, Chargers,  James Holt, , signed undrafted free agent
2009-04-27, Chargers,  Jeremy Childs, , signed undrafted free agent
2009-04-27, Chargers,  Jerimiah Wurzbacker (Jerimiah Wurzbacher), , signed undrafted free agent
2009-04-27, Chargers,  Kory Sperry, , signed undrafted free agent
2009-04-27, Chargers,  Rashaad Jackson, , signed undrafted free agent
2009-04-27, Chargers,  Rodgeriqus Smith, , signed undrafted free agent
2009-04-27, Chargers,  Ryan McDonald, , signed undrafted free agent
2009-04-27, Chargers,  Sam Allen, , signed undrafted free agent
2009-04-27, Chargers,  William Rentmeester / Bill Rentmeester, , signed undrafted free agent
2009-04-27, Chargers, Ben Muth, , signed undrafted free agent
2009-04-27, Chargers, Wopamo Osaisai, , signed undrafted free agent
2009-04-27, Chiefs,  Jovan Belcher, , signed undrafted free agent
2009-04-27, Chiefs,  Londen Fryar, , signed undrafted free agent
2009-04-27, Chiefs,  Ricky Price, , signed undrafted free agent
2009-04-27, Chiefs, Bobby Abare, , signed undrafted free agent
2009-04-27, Colts,  Brandon Anderson, , signed undrafted free agent
2009-04-27, Colts,  Colin Cloherty, , signed undrafted free agent
2009-04-27, Colts,  Cornelius Lewis, , signed undrafted free agent
2009-04-27, Colts,  John Matthews, , signed undrafted free agent
2009-04-27, Colts,  Patrick Kuntz, , signed undrafted free agent
2009-04-27, Colts,  Ramon Humber, , signed undrafted free agent
2009-04-27, Colts,  Tom Pestock, , signed undrafted free agent
2009-04-27, Cowboys,  Jamar Hunt, , signed undrafted free agent
2009-04-27, Cowboys,  Julian Hawkins, , signed undrafted free agent
2009-04-27, Cowboys,  Kevin Ogletree, , signed undrafted free agent
2009-04-27, Cowboys,  Michael Turkovich, , signed undrafted free agent
2009-04-27, Cowboys,  Rudy Carpenter, , signed undrafted free agent
2009-04-27, Cowboys,  Travis Bright, , signed undrafted free agent
2009-04-27, Cowboys, Asaph Schwapp, , signed undrafted free agent
2009-04-27, Cowboys, Greg Isdaner, , signed undrafted free agent
2009-04-27, Dolphins, ,  John Beck, waived
2009-04-27, Dolphins,  Chris Williams (c), , signed undrafted free agent
2009-04-27, Dolphins,  Jared Bronson, , signed undrafted free agent
2009-04-27, Dolphins,  Mark Lewis (b), , signed undrafted free agent
2009-04-27, Dolphins,  Orion Martin, , signed undrafted free agent
2009-04-27, Dolphins,  Ryan Baker (a), , signed undrafted free agent
2009-04-27, Eagles,  Brandon Robinson, , signed undrafted free agent
2009-04-27, Eagles,  Courtney Robinson, , signed undrafted free agent
2009-04-27, Eagles,  Dallas Reynolds, , signed undrafted free agent
2009-04-27, Eagles,  Joshua Gaines / Josh Gaines, , signed undrafted free agent
2009-04-27, Eagles,  Marcus Mailei, , signed undrafted free agent
2009-04-27, Eagles,  Marcus Thigpen, , signed undrafted free agent
2009-04-27, Eagles,  Reshard Langford, , signed undrafted free agent
2009-04-27, Eagles,  Sam Swank, , signed undrafted free agent
2009-04-27, Eagles,  Walter Mendenhall, , signed undrafted free agent
2009-04-27, Falcons,  Aaron Kelly, , signed undrafted free agent
2009-04-27, Falcons, Ryan Stanchek, , signed undrafted free agent
2009-04-27, Giants,  Brandon Sumrall, , claimed off waivers (from Colts)
2009-04-27, Giants,  Maurice Evans, , signed undrafted free agent
2009-04-27, Jets, ,  Marcus Mason, waived
2009-04-27, Jets, ,  Reggie Hodges, waived
2009-04-27, Jets,  Andrew Davie, , signed undrafted free agent
2009-04-27, Jets,  J'Nathan Bullock, , signed undrafted free agent
2009-04-27, Jets,  Jamaal Westerman, , signed undrafted free agent
2009-04-27, Jets,  Rob Myers, , signed undrafted free agent
2009-04-27, Jets,  T.J. Conley, , signed undrafted free agent
2009-04-27, Jets,  Zach Potter, , signed undrafted free agent
2009-04-27, Jets, Matt Kroul, , signed undrafted free agent
2009-04-27, Lions, ,  Drew Henson, waived
2009-04-27, Lions,  Andrew Downey, , signed undrafted free agent
2009-04-27, Lions,  Dan Gerberry, , signed undrafted free agent
2009-04-27, Lions,  Demir Boldin / D.J. Boldin, , signed undrafted free agent
2009-04-27, Lions,  John Gill, , signed undrafted free agent
2009-04-27, Lions,  Kirk Barton, , claimed off waivers (from Bengals)
2009-04-27, Lions,  Otis Wiley, , signed undrafted free agent
2009-04-27, Lions,  Swayze Waters, , signed undrafted free agent
2009-04-27, Packers, ,  Brennen Carvalho, waived
2009-04-27, Packers,  Andrew Hartline, , signed undrafted free agent
2009-04-27, Packers,  Andy Brodell, , signed undrafted free agent
2009-04-27, Packers,  Brian Johnson, , signed undrafted free agent
2009-04-27, Packers,  Carson Butler, , signed undrafted free agent
2009-04-27, Packers,  Evan Dietrich-Smith / Evan Smith, , signed undrafted free agent
2009-04-27, Packers,  Jamarko Simmons, , signed undrafted free agent
2009-04-27, Packers,  JaRon Harris, , signed undrafted free agent
2009-04-27, Packers,  Kole Heckendorf, , signed undrafted free agent
2009-04-27, Packers,  Patrick Williams (b), , signed undrafted free agent
2009-04-27, Packers,  Ronald Talley, , signed undrafted free agent
2009-04-27, Packers,  Tyrell Sutton, , signed undrafted free agent
2009-04-27, Panthers,  Anthony Heygood, , signed undrafted free agent
2009-04-27, Panthers,  Anthony Scirrotto, , signed undrafted free agent
2009-04-27, Panthers,  Brit Miller, , signed undrafted free agent
2009-04-27, Panthers,  C.J. Davis, , signed undrafted free agent
2009-04-27, Panthers,  Hunter Cantwell, , signed undrafted free agent
2009-04-27, Panthers,  Jamall Lee, , signed undrafted free agent
2009-04-27, Panthers,  Jason Chery, , signed undrafted free agent
2009-04-27, Panthers,  Keith Gray, , signed undrafted free agent
2009-04-27, Panthers,  Kevin Brock, , signed undrafted free agent
2009-04-27, Panthers,  Larry Beavers, , signed undrafted free agent
2009-04-27, Panthers,  Marlon Favorite, , signed undrafted free agent
2009-04-27, Panthers, Gerald Cadogan, , signed undrafted free agent
2009-04-27, Patriots,  Antonio Appleby, , signed undrafted free agent
2009-04-27, Patriots,  Brian Hoyer, , signed undrafted free agent
2009-04-27, Patriots,  Marcus McClinton, , signed undrafted free agent
2009-04-27, Raiders,  David Nixon, , signed undrafted free agent
2009-04-27, Raiders,  Desmond Bryant, , signed undrafted free agent
2009-04-27, Raiders,  Frantz Joseph, , signed undrafted free agent
2009-04-27, Raiders,  Shawn Bayes, , signed undrafted free agent
2009-04-27, Rams,  Cord Parks, , signed undrafted free agent
2009-04-27, Rams,  Daniel Sanders, , signed undrafted free agent
2009-04-27, Rams,  Dominic Douglas, , signed undrafted free agent
2009-04-27, Rams,  Ian Campbell, , signed undrafted free agent
2009-04-27, Rams,  Jarrett Byers, , signed undrafted free agent
2009-04-27, Rams,  Jerome Johnson, , signed undrafted free agent
2009-04-27, Rams,  Kirston Pittman, , signed undrafted free agent
2009-04-27, Rams,  Mark Rubin, , signed undrafted free agent
2009-04-27, Rams,  Mike Newkirk, , signed undrafted free agent
2009-04-27, Rams,  Quentin Chaney, , signed undrafted free agent
2009-04-27, Rams,  Ray Feinga, , signed undrafted free agent
2009-04-27, Rams,  Roger Allen III, , signed undrafted free agent
2009-04-27, Rams, David Oswald, , signed undrafted free agent
2009-04-27, Rams, K.C. Asiodu, , signed undrafted free agent
2009-04-27, Rams, Phil Trautwein, , signed undrafted free agent
2009-04-27, Ravens,  Dannell Ellerbe, , signed undrafted free agent
2009-04-27, Ravens,  Drew Willy, , signed undrafted free agent
2009-04-27, Ravens,  Graham Gano, , signed undrafted free agent
2009-04-27, Ravens,  Jason Cook, , signed undrafted free agent
2009-04-27, Ravens,  William Johnson (b), , signed undrafted free agent
2009-04-27, Redskins,  Antonio Dixon, , signed undrafted free agent
2009-04-27, Redskins,  Brigham Harwell, , signed undrafted free agent
2009-04-27, Redskins,  Chase Daniel, , signed undrafted free agent
2009-04-27, Redskins,  Derek Walker, , signed undrafted free agent
2009-04-27, Redskins,  Devin Frischknecht, , signed undrafted free agent
2009-04-27, Redskins,  Edwin Williams, , signed undrafted free agent
2009-04-27, Redskins,  Jaison Williams, , signed undrafted free agent
2009-04-27, Redskins,  Lendy Holmes, , signed undrafted free agent
2009-04-27, Redskins,  Ronnie Palmer, , signed undrafted free agent
2009-04-27, Redskins,  Scott Burley, , signed undrafted free agent
2009-04-27, Redskins, Doug Dutch, , signed undrafted free agent
2009-04-27, Redskins, John Halman, , signed undrafted free agent
2009-04-27, Redskins, Robbie Agnone, , signed undrafted free agent
2009-04-27, Saints, ,  Brian Young, waived
2009-04-27, Saints,  Augustus Parrish, , signed undrafted free agent
2009-04-27, Saints,  Cedric Dockery, , signed undrafted free agent
2009-04-27, Saints,  Chris Vaughn, , signed undrafted free agent
2009-04-27, Saints,  Danny Gorrer, , signed undrafted free agent
2009-04-27, Saints,  Jonathan Casillas, , signed undrafted free agent
2009-04-27, Seahawks,  Andre Ramsey, , signed undrafted free agent
2009-04-27, Seahawks,  Devin Moore, , signed undrafted free agent
2009-04-27, Seahawks,  Justin Griffith, , signed unrestricted free agent to a 1-year contract
2009-04-27, Seahawks,  Ken Lucas (b), , signed unrestricted free agent
2009-04-27, Seahawks,  Michael Bennett (b), , signed undrafted free agent
2009-04-27, Seahawks,  Tyler Roehl, , signed undrafted free agent
2009-04-27, Seahawks, Dave Philistin, , signed undrafted free agent
2009-04-27, Seahawks, Tony Fein, , signed undrafted free agent
2009-04-27, Steelers,  Andrew Schantz / Andy Schantz, , signed undrafted free agent
2009-04-27, Steelers,  Derrick Richardson, , signed undrafted free agent
2009-04-27, Steelers,  Kevin McCabe, , signed undrafted free agent
2009-04-27, Steelers,  Mark Estermyer / Mark Estermeyer, , signed undrafted free agent
2009-04-27, Steelers,  Ramon Foster, , signed undrafted free agent
2009-04-27, Texans,  Arian Foster, , signed undrafted free agent
2009-04-27, Texans,  Aubrey Bell, , signed undrafted free agent
2009-04-27, Texans,  Brandon Walker, , signed undrafted free agent
2009-04-27, Texans,  Brett Helms, , signed undrafted free agent
2009-04-27, Texans,  Charles Helems, , signed undrafted free agent
2009-04-27, Texans,  Jason Watkins, , signed undrafted free agent
2009-04-27, Texans,  Jeremiah Johnson, , signed undrafted free agent
2009-04-27, Texans,  Josh Leonard, , signed undrafted free agent
2009-04-27, Texans,  Mike Jones (i), , signed undrafted free agent
2009-04-27, Texans,  Tim Jamison, , signed undrafted free agent
2009-04-27, Texans,  Toddrick Verdell, , signed undrafted free agent
2009-04-27, Texans, Doug Dedrick, , signed undrafted free agent
2009-04-27, Titans,  A.J. Trapasso, , signed undrafted free agent
2009-04-27, Titans,  Alex Mortensen, , signed undrafted free agent
2009-04-27, Titans,  Bo Scaife, , re-signed restricted free agent / franchise player to a 1-year tender offer
2009-04-27, Titans,  Dudley Guice, , signed undrafted free agent
2009-04-27, Titans,  Jeremy Haynes, , signed undrafted free agent
2009-04-27, Titans,  Mitch King, , signed undrafted free agent
2009-04-27, Titans,  Phillip Morris, , signed undrafted free agent
2009-04-27, Titans,  Rodney Ferguson, , signed undrafted free agent
2009-04-27, Titans,  Ryan Schmidt, , signed undrafted free agent
2009-04-27, Vikings,  Andy Kemp, , signed undrafted free agent
2009-04-27, Vikings,  Antoine Holmes, , signed undrafted free agent
2009-04-27, Vikings,  Colt Anderson, , signed undrafted free agent
2009-04-27, Vikings,  De'von Hall, , signed undrafted free agent
2009-04-27, Vikings,  Ian Johnson, , signed undrafted free agent
2009-04-27, Vikings,  Jon Cooper / John Cooper, , signed undrafted free agent
2009-04-27, Vikings,  Kahlil Bell, , signed undrafted free agent
2009-04-27, Vikings,  Nick Moore (b), , signed undrafted free agent
2009-04-27, Vikings,  Nick Walker, , signed undrafted free agent
2009-04-27, Vikings,  Robert Francois / Rob Francois, , signed undrafted free agent
2009-04-27, Vikings,  Sean Glennon, , signed undrafted free agent
2009-04-27, Vikings,  Tremaine Johnson, , signed undrafted free agent
2009-04-27, Vikings,  Vinny Perretta, , signed undrafted free agent
2009-04-27, Vikings, Bobby Lepori, , signed undrafted free agent
2009-04-28, 49ers,  Diyral Briggs, , signed undrafted free agent
2009-04-28, 49ers,  Dobson Collins, , signed undrafted free agent
2009-04-28, 49ers,  Terrail Lambert, , signed undrafted free agent
2009-04-28, Bengals, ,  Kyle Larson, waived
2009-04-28, Bengals, ,  Ryan Plackemeier, waived
2009-04-28, Broncos, ,  Adam Bergen, waived
2009-04-28, Broncos, ,  Jayson Foster, waived
2009-04-28, Broncos,  Braxton Kelley, , signed undrafted free agent
2009-04-28, Broncos,  Jeff Schweiger, , signed undrafted free agent
2009-04-28, Browns,  Antonio Smith (c), , signed undrafted free agent
2009-04-28, Buccaneers,  Andre Douglas, , signed undrafted free agent
2009-04-28, Cardinals, ,  Edgerrin James, waived
2009-04-28, Cardinals, ,  Roderick Hood / Rod Hood, waived
2009-04-28, Cardinals, ,  Travis LaBoy, waived
2009-04-28, Chargers, ,  Grant Mason, released
2009-04-28, Chargers,  Darren Sproles, , re-signed restricted free agent / franchise player to a 1-year tender offer
2009-04-28, Chargers,  Ramarcus Brown, , signed undrafted free agent
2009-04-28, Dolphins,  Alex Derenthal, , signed undrafted free agent
2009-04-28, Dolphins,  Brennan Marion, , signed undrafted free agent
2009-04-28, Falcons, ,  Darius Vinnett, waived
2009-04-28, Falcons, ,  Kindal Moorehead, waived
2009-04-28, Falcons, ,  Nathan Bennett / Nate Bennett, waived
2009-04-28, Falcons, ,  Simon Fraser, waived
2009-04-28, Falcons,  Brock Christopher, , signed undrafted free agent
2009-04-28, Falcons,  Darren Mougey, , signed undrafted free agent
2009-04-28, Falcons,  Derek Nicholson, , signed undrafted free agent
2009-04-28, Falcons,  John Parker Wilson, , signed undrafted free agent
2009-04-28, Falcons,  Jose Valdez, , signed undrafted free agent
2009-04-28, Falcons,  Maurice Lucas, , signed undrafted free agent
2009-04-28, Falcons,  Robert Dehaze / Robbie Dehaze, , signed undrafted free agent
2009-04-28, Falcons,  Robert Shiver, , signed undrafted free agent
2009-04-28, Falcons,  Troy Bergeron, , signed free agent
2009-04-28, Jets, ,  Brett Favre, waived
2009-04-28, Packers,  Michael Bibbs, , signed undrafted free agent
2009-04-28, Packers, Cyril Obiozor, , signed undrafted free agent
2009-04-28, Panthers,  D.J. Clark, , signed undrafted free agent
2009-04-28, Panthers,  Garry Williams, , signed undrafted free agent
2009-04-28, Panthers,  Justin Geisinger, , signed unrestricted free agent
2009-04-28, Panthers,  Justin Kershaw, , signed undrafted free agent
2009-04-28, Panthers,  Lonnie Harvey, , signed undrafted free agent
2009-04-28, Panthers,  Marcus Monk, , signed free agent
2009-04-28, Panthers,  Mortty Ivy, , signed undrafted free agent
2009-04-28, Panthers,  Nick Sundberg, , signed undrafted free agent
2009-04-28, Panthers,  Patrick Brown, , signed undrafted free agent
2009-04-28, Panthers, Mike Juergens, , signed undrafted free agent
2009-04-28, Raiders,  Chris O'Neill / Chris O'Neal, , signed undrafted free agent
2009-04-28, Raiders,  Nick Miller (b), , signed undrafted free agent
2009-04-28, Redskins,  Marcus Mason, , claimed off waivers (from Jets)
2009-04-28, Saints,  Alex Fletcher, , signed undrafted free agent
2009-04-28, Saints,  Herb Donaldson, , signed undrafted free agent
2009-04-28, Saints,  P.J. Hill, , signed undrafted free agent
2009-04-28, Saints,  Patrick Cowan, , signed undrafted free agent
2009-04-28, Saints,  Reggie Jones (b), , signed undrafted free agent
2009-04-28, Steelers, ,  Larry Foote, released
2009-04-28, Steelers,  Cedric Goodman, , signed undrafted free agent
2009-04-28, Steelers,  Isaac Redman, , signed undrafted free agent
2009-04-28, Steelers,  Jeffery Bradley / Jeff Bradley, , signed undrafted free agent
2009-04-28, Steelers,  Mike Reilly (b), , signed undrafted free agent
2009-04-28, Steelers,  Steve McLendon, , signed undrafted free agent
2009-04-28, Steelers,  Steven Black, , signed undrafted free agent
2009-04-28, Steelers,  Thomas Korte / Tom Korte, , signed undrafted free agent
2009-04-28, Steelers,  Tyler Grisham, , signed undrafted free agent
2009-04-29, Broncos, ,  Andrew Pinnock, waived
2009-04-29, Broncos, Nick Greisen, , signed free agent
2009-04-29, Colts,  Freddy Keiaho, , re-signed unrestricted free agent to a 1-year contract
2009-04-29, Dolphins,  Anthony Kimble, , signed undrafted free agent
2009-04-29, Falcons, ,  Troy Bergeron, waived
2009-04-29, Falcons,  Cameron Goldberg, , signed undrafted free agent
2009-04-29, Falcons,  Edmond Miles, , signed free agent
2009-04-29, Falcons,  Eric Sutulovich, , hired as assistant special teams coach
2009-04-29, Giants, ,  Brandon Sumrall, waived
2009-04-29, Giants,  Alex Field, , signed undrafted free agent
2009-04-29, Giants,  Bruce Johnson (b), , signed undrafted free agent
2009-04-29, Giants,  Dwayne Hendricks, , signed undrafted free agent
2009-04-29, Giants,  Kenny Ingram, , signed undrafted free agent
2009-04-29, Giants,  Sha'reff Rashad, , signed undrafted free agent
2009-04-29, Giants,  Vince Anderson, , signed undrafted free agent
2009-04-29, Jaguars, ,  Anthony Cotrone, released
2009-04-29, Jaguars, ,  Charles Spencer, waived
2009-04-29, Lions, ,  Michael Gaines, waived
2009-04-29, Patriots, , Bo Ruud, waived
2009-04-29, Ravens,  Eron Riley, , signed undrafted free agent
2009-04-29, Ravens,  Isaiah Williams, , signed undrafted free agent
2009-04-29, Saints, ,  Hollis Thomas, waived
2009-04-29, Steelers, ,  Verron Haynes, lost unrestricted free agent (to Falcons)
2009-04-29, Falcons,  Verron Haynes, , signed unrestricted free agent (from Steelers)
2009-04-30, 49ers,  Marques Harris, , signed unrestricted free agent to a 1-year contract
2009-04-30, Bengals,  Chris Pressley, , signed undrafted free agent
2009-04-30, Bengals,  Dan Skuta, , signed undrafted free agent
2009-04-30, Bengals,  David Richmond, , signed undrafted free agent
2009-04-30, Bengals,  Shayne Graham, , re-signed franchise player to a 1-year tender offer
2009-04-30, Bengals,  Tom Nelson, , signed undrafted free agent
2009-04-30, Broncos, ,  Selvin Young, waived
2009-04-30, Browns, ,  Allen Patrick, waived
2009-04-30, Browns, Bo Ruud, , claimed off waivers (from Patriots)
2009-04-30, Buccaneers,  2010 fifth round pick (#153-Austen Lane),  (E.) Alex Smith, trade with Patriots
2009-04-30, Chiefs,  Eric Ghiaciuc, , signed unrestricted free agent
2009-04-30, Dolphins,  Louis Ellis, , signed undrafted free agent
2009-04-30, Dolphins,  SirVincent Rogers, , signed undrafted free agent
2009-04-30, Lions, ,  Travis Fisher, waived
2009-04-30, Patriots,  (E.) Alex Smith,  2010 fifth round pick (#153-Austen Lane), trade with Buccaneers
2009-04-30, Raiders,  Jonathan Compas, , signed undrafted free agent
2009-04-30, Rams, , Jeff Otis, waived
2009-04-30, Seahawks,  LeRoy Hill, , re-signed unrestricted free agent to a 6-year contract
2009-04-30, Steelers, ,  Jared Retkofsky, released
2009-04-30, Jaguars, ,  Keon Lattimore, lost free agent (to Cowboys)
2009-04-30, Cowboys,  Keon Lattimore, , signed free agent (from Jaguars)
2009-05-01, 49ers,  Khalif Mitchell, , signed undrafted free agent
2009-05-01, 49ers,  Kirby Freeman, , signed undrafted free agent
2009-05-01, 49ers,  Kyle Howard, , signed undrafted free agent
2009-05-01, Bills,  Ashlee Palmer, , signed undrafted free agent
2009-05-01, Bills,  David Lindquist, , signed (undrafted free agent?)
2009-05-01, Bills,  Gerald Washington, , signed undrafted free agent
2009-05-01, Bills,  Lydell Sargeant, , signed undrafted free agent
2009-05-01, Bills,  Nick Hennessey, , signed undrafted free agent
2009-05-01, Bills,  Travis McCall, , signed undrafted free agent
2009-05-01, Bills,  Ventrell Jenkins, , signed undrafted free agent
2009-05-01, Bills, Dan Urrego / Danny Urrego, , signed undrafted free agent
2009-05-01, Bills, John Faletoese, , signed undrafted free agent
2009-05-01, Broncos,  Lenny McGill, , hired as assistant director of college scouting
2009-05-01, Browns,  Adam Hoppel, , signed undrafted free agent
2009-05-01, Browns,  Branndon Braxton, , signed undrafted free agent
2009-05-01, Browns,  Brent Casteel, , signed undrafted free agent
2009-05-01, Browns,  Bryan Williams, , signed undrafted free agent
2009-05-01, Browns,  Corey Boudreaux, , signed undrafted free agent
2009-05-01, Browns,  Jason Venson, , signed undrafted free agent
2009-05-01, Browns,  Johnathan Foster Jonathan Foster, , signed undrafted free agent
2009-05-01, Browns,  Marcus Benard, , signed undrafted free agent
2009-05-01, Browns,  Mike Massey, , signed undrafted free agent
2009-05-01, Browns,  Nate Ness, , signed undrafted free agent
2009-05-01, Browns,  Phillip Hunt, , signed undrafted free agent
2009-05-01, Buccaneers,  C.J. Byrd, , signed undrafted free agent
2009-05-01, Buccaneers,  Josh Vaughan, , signed (undrafted free agent?)
2009-05-01, Buccaneers,  Marshall McDuffie, , signed undrafted free agent
2009-05-01, Cardinals,  Carlton Medder, , signed free agent to a 1-year contract
2009-05-01, Chiefs,  Jim Nagy, , hired as regional scout
2009-05-01, Chiefs,  Phil Emery, , hired as director of college scouting
2009-05-01, Chiefs,  Rod Perry, , promoted to area scout
2009-05-01, Chiefs, Jay Muraco, , hired as area scout
2009-05-01, Chiefs, Pat Sperduto, , hired as area scout
